Date,V39079,V39050,V39078,Canadian Overnight Repo Rate Average (CORRA) (%),V39076,V39077,OR,ORR,TARGET,ACTUAL,TERMREPOS,SEC_LEND,V39068,V39071,V39072,V39073,V39074
2022-01-07, 0.25, 0.2015, 0.50, 0.1500, 0.25, 0.50, 0.0, 0.0, Not available, 260913, 0.0, 0.0, , , , , 
2022-01-06, 0.25, 0.1788, 0.50, 0.1300, 0.25, 0.50, 0.0, 0.0, Not available, 260497, 0.0, 0.0, , , , , 
2022-01-05, 0.25, 0.1331, 0.50, 0.1200, 0.25, 0.50, 0.0, 0.0, Not available, 261594, 0.0, 0.0, , , , , 
2022-01-04, 0.25, 0.1477, 0.50, 0.1200, 0.25, 0.50, 0.0, 0.0, Not available, 264629, 0.0, 0.0, , , , , 
2022-01-03, Bank holiday, Bank holiday, 0.50, Bank holiday, 0.25, 0.50, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, , , , , 
2021-12-31, 0.25, 0.1497, 0.50, 0.1000, 0.25, 0.50, 0.0, 0.0, Not available, 267394, 0.0, 0.0, , , , , 
2021-12-30, 0.25, 0.1665, 0.50, 0.1300, 0.25, 0.50, 0.0, 0.0, Not available, 272164, 0.0, 0.0, , , , , 
2021-12-29, 0.25, 0.1785, 0.50, 0.1200, 0.25, 0.50, 0.0, 0.0, Not available, 269739, 0.0, 0.0, , , , , 
2021-12-28, Bank holiday, Bank holiday, 0.50, Bank holiday, 0.25, 0.50, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, , , , , 
2021-12-27, Bank holiday, Bank holiday, 0.50, Bank holiday, 0.25, 0.50, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, , , , , 
2021-12-24, 0.25, 0.1182, 0.50, 0.1300, 0.25, 0.50, 0.0, 0.0, Not available, 273721, 0.0, 0.0, , , , , 
2021-12-23, 0.25, 0.1220, 0.50, 0.1400, 0.25, 0.50, 0.0, 0.0, Not available, 275059, 0.0, 0.0, , , , , 
2021-12-22, 0.25, 0.1030, 0.50, 0.0800, 0.25, 0.50, 0.0, 0.0, Not available, 270412, 0.0, 0.0, , , , , 
2021-12-21, 0.25, 0.1105, 0.50, 0.0800, 0.25, 0.50, 0.0, 0.0, Not available, 271690, 0.0, 0.0, , , , , 
2021-12-20, 0.25, 0.2000, 0.50, 0.0800, 0.25, 0.50, 0.0, 0.0, Not available, 267675, 0.0, 0.0, , , , , 
2021-12-17, 0.25, 0.1202, 0.50, 0.0800, 0.25, 0.50, 0.0, 0.0, Not available, 265489, 0.0, 0.0, , , , , 
2021-12-16, 0.25, 0.1455, 0.50, 0.0900, 0.25, 0.50, 0.0, 0.0, Not available, 273875, 0.0, 0.0, , , , , 
2021-12-15, 0.25, 0.1371, 0.50, 0.0700, 0.25, 0.50, 0.0, 0.0, Not available, 269604, 0.0, 0.0, , , , , 
2021-12-14, 0.25, 0.1681, 0.50, 0.0700, 0.25, 0.50, 0.0, 0.0, Not available, 273420, 0.0, 0.0, , , , , 
2021-12-13, 0.25, 0.1801, 0.50, 0.0500, 0.25, 0.50, 0.0, 0.0, Not available, 278445, 0.0, 0.0, , , , , 
2021-12-10, 0.25, 0.1427, 0.50, 0.0500, 0.25, 0.50, 0.0, 0.0, Not available, 277673, 0.0, 0.0, , , , , 
2021-12-09, 0.25, 0.1187, 0.50, 0.1000, 0.25, 0.50, 0.0, 0.0, Not available, 280990, 0.0, 0.0, , , , , 
2021-12-08, 0.25, 0.2025, 0.50, 0.0800, 0.25, 0.50, 0.0, 0.0, Not available, 280097, 0.0, 0.0, , , , , 
2021-12-07, 0.25, 0.1980, 0.50, 0.1200, 0.25, 0.50, 0.0, 0.0, Not available, 282435, 0.0, 0.0, , , , , 
2021-12-06, 0.25, 0.2055, 0.50, 0.1500, 0.25, 0.50, 0.0, 0.0, Not available, 281338, 0.0, 0.0, , , , , 
2021-12-03, 0.25, 0.2000, 0.50, 0.1500, 0.25, 0.50, 0.0, 0.0, Not available, 283122, 0.0, 0.0, , , , , 
2021-12-02, 0.25, 0.1959, 0.50, 0.1500, 0.25, 0.50, 0.0, 0.0, Not available, 289158, 0.0, 0.0, , , , , 
2021-12-01, 0.25, 0.2063, 0.50, 0.1300, 0.25, 0.50, 0.0, 0.0, Not available, 291849, 0.0, 0.0, , , , , 
2021-11-30, 0.25, 0.1940, 0.50, 0.1500, 0.25, 0.50, 0.0, 0.0, Not available, 288749, 0.0, 0.0, , , , , 
2021-11-29, 0.25, 0.1763, 0.50, 0.1500, 0.25, 0.50, 0.0, 0.0, Not available, 288721, 0.0, 0.0, , , , , 
2021-11-26, 0.25, 0.1867, 0.50, 0.1600, 0.25, 0.50, 0.0, 0.0, Not available, 287039, 0.0, 0.0, , , , , 
2021-11-25, 0.25, 0.1679, 0.50, 0.1400, 0.25, 0.50, 0.0, 0.0, Not available, 283121, 0.0, 0.0, , , , , 
2021-11-24, 0.25, 0.2074, 0.50, 0.1400, 0.25, 0.50, 0.0, 0.0, Not available, 279659, 0.0, 0.0, , , , , 
2021-11-23, 0.25, 0.2137, 0.50, 0.1500, 0.25, 0.50, 0.0, 0.0, Not available, 280312, 0.0, 0.0, , , , , 
2021-11-22, 0.25, 0.2174, 0.50, 0.1500, 0.25, 0.50, 0.0, 0.0, Not available, 279754, 0.0, 0.0, , , , , 
2021-11-19, 0.25, 0.2026, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 280455, 0.0, 0.0, , , , , 
2021-11-18, 0.25, 0.2081, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 280334, 0.0, 0.0, , , , , 
2021-11-17, 0.25, 0.2183, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 276055, 0.0, 0.0, , , , , 
2021-11-16, 0.25, 0.2171, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 277460, 0.0, 0.0, , , , , 
2021-11-15, 0.25, 0.2125, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 275244, 0.0, 0.0, , , , , 
2021-11-12, 0.25, 0.2071, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 280323, 0.0, 0.0, , , , , 
2021-11-11, 0.25, Bank holiday, 0.50, Bank holiday, 0.25, 0.50, Bank holiday, Bank holiday, , Bank holiday, Bank holiday, Bank holiday, , , , , 
2021-11-10, 0.25, 0.2137, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 278276, 0.0, 0.0, , , , , 
2021-11-09, 0.25, 0.1918, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 277596, 0.0, 0.0, , , , , 
2021-11-08, 0.25, 0.2091, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 274894, 0.0, 0.0, , , , , 
2021-11-05, 0.25, 0.2100, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 277137, 0.0, 0.0, , , , , 
2021-11-04, 0.25, 0.1939, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 275855, 0.0, 0.0, , , , , 
2021-11-03, 0.25, 0.2091, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 277515, 0.0, 0.0, , , , , 
2021-11-02, 0.25, 0.2067, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 287423, 0.0, 0.0, , , , , 
2021-11-01, 0.25, 0.1923, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 289689, 0.0, 0.0, , , , , 
2021-10-29, 0.25, 0.1969, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 288228, 0.0, 0.0, , , , , 
2021-10-28, 0.25, 0.1949, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 286548, 0.0, 0.0, , , , , 
2021-10-27, 0.25, 0.1949, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 282417, 0.0, 0.0, , , , , 
2021-10-26, 0.25, 0.1996, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 277420, 0.0, 0.0, , , , , 
2021-10-25, 0.25, 0.2104, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 278542, 0.0, 0.0, , , , , 
2021-10-22, 0.25, 0.2032, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 282446, 0.0, 0.0, , , , , 
2021-10-21, 0.25, 0.2033, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 285781, 0.0, 0.0, , , , , 
2021-10-20, 0.25, 0.2050, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 281289, 0.0, 0.0, , , , , 
2021-10-19, 0.25, 0.2160, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 276195, 0.0, 0.0, , , , , 
2021-10-18, 0.25, 0.2062, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 278094, 0.0, 0.0, , , , , 
2021-10-15, 0.25, 0.1959, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 276659, 0.0, 0.0, , , , , 
2021-10-14, 0.25, 0.1816, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 281850, 0.0, 0.0, , , , , 
2021-10-13, 0.25, 0.1902, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 279701, 0.0, 0.0, , , , , 
2021-10-12, 0.25, 0.1935, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 279426, 0.0, 0.0, , , , , 
2021-10-11, 0.25, Bank holiday, 0.50, Bank holiday, 0.25, 0.50, Bank holiday, Bank holiday, , Bank holiday, Bank holiday, Bank holiday, , , , , 
2021-10-08, 0.25, 0.1900, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 279137, 0.0, 0.0, , , , , 
2021-10-07, 0.25, 0.1893, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 283017, 0.0, 0.0, , , , , 
2021-10-06, 0.25, 0.2005, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 278282, 0.0, 0.0, , , , , 
2021-10-05, 0.25, 0.1980, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 283121, 0.0, 0.0, , , , , 
2021-10-04, 0.25, 0.1976, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 286349, 0.0, 0.0, , , , , 
2021-10-01, 0.25, 0.1875, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 288781, 0.0, 0.0, , , , , 
2021-09-30, Bank holiday, Bank holiday, 0.50, Bank holiday, 0.25, 0.50, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, , , , , 
2021-09-29, 0.25, 0.1864, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 285388, 0.0, 0.0, , , , , 
2021-09-28, 0.25, 0.1702, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 284978, 0.0, 0.0, , , , , 
2021-09-27, 0.25, 0.1863, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 282873, 0.0, 0.0, , , , , 
2021-09-24, 0.25, 0.1813, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 281455, 0.0, 0.0, , , , , 
2021-09-23, 0.25, 0.1901, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 280095, 0.0, 0.0, , , , , 
2021-09-22, 0.25, 0.1888, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 280906, 0.0, 0.0, , , , , 
2021-09-21, 0.25, 0.1821, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 280444, 0.0, 0.0, , , , , 
2021-09-20, 0.25, 0.1864, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 276246, 0.0, 0.0, , , , , 
2021-09-17, 0.25, 0.1891, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 273811, 0.0, 0.0, , , , , 
2021-09-16, 0.25, 0.1866, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 279963, 0.0, 0.0, , , , , 
2021-09-15, 0.25, 0.1880, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 273485, 0.0, 0.0, , , , , 
2021-09-14, 0.25, 0.1898, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 275152, 0.0, 0.0, , , , , 
2021-09-13, 0.25, 0.1836, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 277541, 0.0, 0.0, , , , , 
2021-09-10, 0.25, 0.1895, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 276665, 0.0, 0.0, , , , , 
2021-09-09, 0.25, 0.1845, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 277596, 0.0, 0.0, , , , , 
2021-09-08, 0.25, 0.1817, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 270498, 0.0, 0.0, , , , , 
2021-09-07, 0.25, 0.1892, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 269248, 0.0, 0.0, , , , , 
2021-09-06, 0.25, Bank holiday, 0.50, Bank holiday, 0.25, 0.50, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, , , , , 
2021-09-03, 0.25, 0.1906, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 272374, 0.0, 0.0, , , , , 
2021-09-02, 0.25, 0.1954, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 277803, 0.0, 0.0, , , , , 
2021-09-01, 0.25, 0.2013, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 276555, 0.0, 0.0, , , , , 
2021-08-31, 0.25, 0.1953, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 265202, 0.0, 0.0, , , , , 
2021-08-30, 0.25, 0.2012, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 267052, 0.0, 0.0, , , , , 
2021-08-27, 0.25, 0.2224, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 266617, 0.0, 0.0, , , , , 
2021-08-26, 0.25, 0.2018, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 264769, 0.0, 0.0, , , , , 
2021-08-25, 0.25, 0.2084, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 262936, 0.0, 0.0, , , , , 
2021-08-24, 0.25, 0.2044, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 264059, 0.0, 0.0, , , , , 
2021-08-23, 0.25, 0.1940, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 262299, 0.0, 0.0, , , , , 
2021-08-20, 0.25, 0.2024, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 264067, 0.0, 0.0, , , , , 
2021-08-19, 0.25, 0.2041, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 262941, 0.0, 0.0, , , , , 
2021-08-18, 0.25, 0.1984, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 260909, 0.0, 0.0, , , , , 
2021-08-17, 0.25, 0.1947, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 254212, 0.0, 0.0, , , , , 
2021-08-16, 0.25, 0.1973, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 253579, 0.0, 0.0, , , , , 
2021-08-13, 0.25, 0.1655, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 250332, 0.0, 0.0, , , , , 
2021-08-12, 0.25, 0.2093, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 254058, 0.0, 0.0, , , , , 
2021-08-11, 0.25, 0.2061, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 250039, 0.0, 0.0, , , , , 
2021-08-10, 0.25, 0.2045, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 248793, 0.0, 0.0, , , , , 
2021-08-09, 0.25, 0.2091, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 248060, 0.0, 0.0, , , , , 
2021-08-06, 0.25, 0.2041, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 254238, 0.0, 0.0, , , , , 
2021-08-05, 0.25, 0.2066, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 259437, 0.0, 0.0, , , , , 
2021-08-04, 0.25, 0.1981, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 262249, 0.0, 0.0, , , , , 
2021-08-03, 0.25, 0.1880, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 267405, 0.0, 0.0, , , , , 
2021-08-02, 0.25, Bank holiday, 0.50, Bank holiday, 0.25, 0.50, Bank holiday, Bank holiday, Bank holiday, 271856, Bank holiday, Bank holiday, , , , , 
2021-07-30, 0.25, 0.1869, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 271341, 0.0, 0.0, , , , , 
2021-07-29, 0.25, 0.1897, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 271110, 0.0, 0.0, , , , , 
2021-07-28, 0.25, 0.1983, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 270591, 0.0, 0.0, , , , , 
2021-07-27, 0.25, 0.1913, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 262182, 0.0, 0.0, , , , , 
2021-07-26, 0.25, 0.2008, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 260959, 0.0, 0.0, , , , , 
2021-07-23, 0.25, 0.1932, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 260952, 0.0, 0.0, , , , , 
2021-07-22, 0.25, 0.1808, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 263475, 0.0, 0.0, , , , , 
2021-07-21, 0.25, 0.1818, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 271901, 0.0, 0.0, , , , , 
2021-07-20, 0.25, 0.1904, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 268670, 0.0, 0.0, , , , , 
2021-07-19, 0.25, 0.1947, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 261365, 0.0, 0.0, , , , , 
2021-07-16, 0.25, 0.1881, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 264186, 0.0, 0.0, , , , , 
2021-07-15, 0.25, 0.1987, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 260793, 0.0, 0.0, , , , , 
2021-07-14, 0.25, 0.1925, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 258702, 0.0, 0.0, , , , , 
2021-07-13, 0.25, 0.1905, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 251462, 0.0, 0.0, , , , , 
2021-07-12, 0.25, 0.1960, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 252189, 0.0, 0.0, , , , , 
2021-07-09, 0.25, 0.1880, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 256768, 0.0, 0.0, , , , , 
2021-07-08, 0.25, 0.2033, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 256357, 0.0, 0.0, , , , , 
2021-07-07, 0.25, 0.1714, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 261510, 0.0, 0.0, , , , , 
2021-07-06, 0.25, 0.1665, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 259625, 0.0, 0.0, , , , , 
2021-07-05, 0.25, 0.1828, 0.50, 0.1600, 0.25, 0.50, 0.0, 0.0, Not available, 267013, 0.0, 0.0, , , , , 
2021-07-02, 0.25, 0.1999, 0.50, 0.1600, 0.25, 0.50, 0.0, 0.0, Not available, 272386, 0.0, 0.0, , , , , 
2021-07-01, 0.25, Bank holiday, 0.50, Bank holiday, 0.25, 0.50, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, , , , , 
2021-06-30, 0.25, 0.1986, 0.50, 0.1600, 0.25, 0.50, 0.0, 0.0, Not available, 273813, 0.0, 0.0, , , , , 
2021-06-29, 0.25, 0.1999, 0.50, 0.1600, 0.25, 0.50, 0.0, 0.0, Not available, 275556, 0.0, 0.0, , , , , 
2021-06-28, 0.25, 0.1846, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 274245, 0.0, 0.0, , , , , 
2021-06-25, 0.25, 0.1789, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 268346, 0.0, 0.0, , , , , 
2021-06-24, 0.25, 0.1914, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 271530, 0.0, 0.0, , , , , 
2021-06-23, 0.25, 0.1805, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 269105, 0.0, 0.0, , , , , 
2021-06-22, 0.25, 0.1851, 0.50, 0.1600, 0.25, 0.50, 0.0, 0.0, Not available, 278900, 0.0, 0.0, , , , , 
2021-06-21, 0.25, 0.1877, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 276071, 0.0, 0.0, , , , , 
2021-06-18, 0.25, 0.1776, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 278502, 0.0, 0.0, , , , , 
2021-06-17, 0.25, 0.1865, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 272050, 0.0, 0.0, , , , , 
2021-06-16, 0.25, 0.1829, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 270882, 0.0, 0.0, , , , , 
2021-06-15, 0.25, 0.1848, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 271883, 0.0, 0.0, , , , , 
2021-06-14, 0.25, 0.1921, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 272206, 0.0, 0.0, , , , , 
2021-06-11, 0.25, 0.1907, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 277435, 0.0, 0.0, , , , , 
2021-06-10, 0.25, 0.1962, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 276712, 0.0, 0.0, , , , , 
2021-06-09, 0.25, 0.1912, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 278899, 0.0, 0.0, , , , , 
2021-06-08, 0.25, 0.1797, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 276635, 0.0, 0.0, , , , , 
2021-06-07, 0.25, 0.1877, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 277020, 0.0, 0.0, , , , , 
2021-06-04, 0.25, 0.1865, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 279002, 0.0, 0.0, , , , , 
2021-06-03, 0.25, 0.1823, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 278649, 0.0, 0.0, , , , , 
2021-06-02, 0.25, 0.1875, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 284155, 0.0, 0.0, , , , , 
2021-06-01, 0.25, 0.2010, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 286122, 0.0, 0.0, , , , , 
2021-05-31, 0.25, 0.1947, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 276118, 0.0, 0.0, , , , , 
2021-05-28, 0.25, 0.2009, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 273032, 0.0, 0.0, , , , , 
2021-05-27, 0.25, 0.1945, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 270532, 0.0, 0.0, , , , , 
2021-05-26, 0.25, 0.1872, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 273572, 0.0, 0.0, , , , , 
2021-05-25, 0.25, 0.1857, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 270093, 0.0, 0.0, , , , , 
2021-05-24, 0.25, Bank holiday, 0.50, Bank holiday, 0.25, 0.50, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, , , , , 
2021-05-21, 0.25, 0.1880, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 271019, 0.0, 0.0, , , , , 
2021-05-20, 0.25, 0.1855, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 272445, 0.0, 0.0, , , , , 
2021-05-19, 0.25, 0.1769, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 272618, 0.0, 0.0, , , , , 
2021-05-18, 0.25, 0.1811, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 269490, 0.0, 0.0, , , , , 
2021-05-17, 0.25, 0.1868, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 270603, 0.0, 0.0, , , , , 
2021-05-14, 0.25, 0.1928, 0.50, 0.2000, 0.25, 0.50, 0.0, 0.0, Not available, 268220, 0.0, 0.0, , , , , 
2021-05-13, 0.25, 0.1703, 0.50, 0.1900, 0.25, 0.50, 0.0, 0.0, Not available, 268033, 0.0, 0.0, , , , , 
2021-05-12, 0.25, 0.1721, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 275024, 0.0, 0.0, , , , , 
2021-05-11, 0.25, 0.1677, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 273552, 0.0, 0.0, , , , , 
2021-05-10, 0.25, 0.1641, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 271858, 0.0, 0.0, , , , , 
2021-05-07, 0.25, 0.1713, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 276202, 0.0, 0.0, , , , , 
2021-05-06, 0.25, 0.1757, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 281346, 500.0, 0.0, , , , , 
2021-05-05, 0.25, 0.1725, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 275620, 0.0, 0.0, , , , , 
2021-05-04, 0.25, 0.1799, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 284425, 0.0, 0.0, , , , , 
2021-05-03, 0.25, 0.1706, 0.50, 0.1800, 0.25, 0.50, 0.0, 0.0, Not available, 289325, 0.0, 0.0, , , , , 
2021-04-30, 0.25, 0.1637, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 288514, 0.0, 0.0, , , , , 
2021-04-29, 0.25, 0.1710, 0.50, 0.1600, 0.25, 0.50, 0.0, 0.0, Not available, 292453, 0.0, 0.0, , , , , 
2021-04-28, 0.25, 0.1681, 0.50, 0.1600, 0.25, 0.50, 0.0, 0.0, Not available, 303928, 0.0, 0.0, , , , , 
2021-04-27, 0.25, 0.1647, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 299603, 0.0, 0.0, , , , , 
2021-04-26, 0.25, 0.1737, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 301332, 0.0, 0.0, , , , , 
2021-04-23, 0.25, 0.1639, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 304222, 0.0, 0.0, , , , , 
2021-04-22, 0.25, 0.1702, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 306381, 48.0, 0.0, , , , , 
2021-04-21, 0.25, 0.1716, 0.50, 0.1700, 0.25, 0.50, 0.0, 0.0, Not available, 299130, 0.0, 0.0, , , , , 
