Date,V39079,V39050,V39078,Canadian Overnight Repo Rate Average (CORRA) (%),V39076,V39077,OR,ORR,TARGET,ACTUAL,TERMREPOS,SEC_LEND,V39068,V39071,V39072,V39073,V39074
2026-06-29, , , , , , , 13280.0, 0.0, Not available, 77740, 0.0, 2829.0, , , , , 
2026-06-26, 2.25, , 2.50, 2.3200, 2.20, 2.50, 0.0, 0.0, Not available, 64645, 0.0, 2732.0, , , , , 
2026-06-25, 2.25, 2.2868, 2.50, 2.3100, 2.20, 2.50, 0.0, 0.0, Not available, 63115, 15125.0, 2950.0, , , , , 
2026-06-24, 2.25, 2.2915, 2.50, 2.3000, 2.20, 2.50, 0.0, 0.0, Not available, 60189, 0.0, 2795.0, , , , , 
2026-06-23, 2.25, 2.2988, 2.50, 2.3000, 2.20, 2.50, 0.0, 0.0, Not available, 61167, 0.0, 2195.0, , , , , 
2026-06-22, 2.25, 2.2864, 2.50, 2.3000, 2.20, 2.50, 7230.0, 0.0, Not available, 67498, 0.0, 2113.0, , , , , 
2026-06-19, 2.25, 2.2835, 2.50, 2.3300, 2.20, 2.50, 12000.0, 0.0, Not available, 72174, 0.0, 2668.0, , , , , 
2026-06-18, 2.25, 2.2856, 2.50, 2.3000, 2.20, 2.50, 8000.0, 0.0, Not available, 68906, 12000.0, 2368.0, , , , , 
2026-06-17, 2.25, 2.2758, 2.50, 2.2900, 2.20, 2.50, 8000.0, 0.0, Not available, 68367, 0.0, 2217.0, , , , , 
2026-06-16, 2.25, 2.2677, 2.50, 2.2800, 2.20, 2.50, 0.0, 0.0, Not available, 60333, 0.0, 2158.0, , , , , 
2026-06-15, 2.25, 2.2536, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 61440, 0.0, 2664.0, , , , , 
2026-06-12, 2.25, 2.2539, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 62729, 0.0, 2768.0, , , , , 
2026-06-11, 2.25, 2.2544, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 62295, 17225.0, 2482.0, , , , , 
2026-06-10, 2.25, 2.2468, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 62451, 0.0, 2658.0, , , , , 
2026-06-09, 2.25, 2.2454, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 63665, 0.0, 2685.0, , , , , 
2026-06-08, 2.25, 2.2493, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 61251, 0.0, 2823.0, , , , , 
2026-06-05, 2.25, 2.2573, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 61144, 0.0, 2473.0, , , , , 
2026-06-04, 2.25, 2.2456, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 58037, 12000.0, 2493.0, , , , , 
2026-06-03, 2.25, 2.2600, 2.50, 2.2800, 2.20, 2.50, 0.0, 0.0, Not available, 64251, 0.0, 3522.0, , , , , 
2026-06-02, 2.25, 2.2509, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 64367, 0.0, 2462.0, , , , , 
2026-06-01, 2.25, 2.2537, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 63872, 0.0, 1939.0, , , , , 
2026-05-29, 2.25, 2.2345, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 70946, 0.0, 2482.0, , , , , 
2026-05-28, 2.25, 2.2404, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 69482, 14590.0, 2358.0, , , , , 
2026-05-27, 2.25, 2.2403, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 70700, 0.0, 2169.0, , , , , 
2026-05-26, 2.25, 2.2397, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 68175, 0.0, 2076.0, , , , , 
2026-05-25, 2.25, 2.2380, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 66666, 0.0, 1932.0, , , , , 
2026-05-22, 2.25, 2.2411, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 69743, 0.0, 2144.0, , , , , 
2026-05-21, 2.25, 2.2543, 2.50, 2.2600, 2.20, 2.50, Bank holiday, Bank holiday, Not available, 70674, 15000.0, 2405.0, , , , , 
2026-05-20, 2.25, 2.2534, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 63673, 0.0, 2341.0, , , , , 
2026-05-19, 2.25, 2.2392, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 69641, 0.0, 2909.0, , , , , 
2026-05-18, 2.25, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, , Bank holiday, Bank holiday, , , , , 
2026-05-15, 2.25, 2.2443, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 68762, 0.0, 2332.0, , , , , 
2026-05-14, 2.25, 2.2455, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 69147, 12200.0, 2077.0, , , , , 
2026-05-13, 2.25, 2.2438, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 68240, 0.0, 2153.0, , , , , 
2026-05-12, 2.25, 2.2336, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 71262, 0.0, 2188.0, , , , , 
2026-05-11, 2.25, 2.2451, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 70415, 0.0, 2199.0, , , , , 
2026-05-08, 2.25, 2.2360, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 71596, 0.0, 1909.0, , , , , 
2026-05-07, 2.25, 2.2470, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 71811, 12000.0, 2092.0, , , , , 
2026-05-06, 2.25, 2.2580, 2.50, 2.2800, 2.20, 2.50, 0.0, 0.0, Not available, 63916, 0.0, 2713.0, , , , , 
2026-05-05, 2.25, 2.2431, 2.50, 2.2800, 2.20, 2.50, 0.0, 0.0, Not available, 65698, 0.0, 2104.0, , , , , 
2026-05-04, 2.25, 2.2605, 2.50, 2.3000, 2.20, 2.50, 12000.0, 0.0, Not available, 74913, 0.0, 2060.0, , , , , 
2026-05-01, 2.25, 2.2583, 2.50, 2.2800, 2.20, 2.50, 16000.0, 0.0, Not available, 80881, 0.0, 2163.0, , , , , 
2026-04-30, 2.25, 2.2760, 2.50, 2.3000, 2.20, 2.50, 13500.0, 0.0, Not available, 70905, 11000.0, 2050.0, , , , , 
2026-04-29, 2.25, 2.0413, 2.50, 2.3000, 2.20, 2.50, 13787.0, 0.0, Not available, 71499, 0.0, 1967.0, , , , , 
2026-04-28, 2.25, 2.2558, 2.50, 2.3000, 2.20, 2.50, 15120.0, 0.0, Not available, 76419, 0.0, 2141.0, , , , , 
2026-04-27, 2.25, 2.2610, 2.50, 2.3200, 2.20, 2.50, 14300.0, 0.0, Not available, 75883, 0.0, 2674.0, , , , , 
2026-04-24, 2.25, 2.2714, 2.50, 2.3300, 2.20, 2.50, 13643.0, 0.0, Not available, 76472, 0.0, 2664.0, , , , , 
2026-04-23, Bank holiday, 2.2735, 2.50, 2.3000, 2.20, 2.50, 0.0, 0.0, Not available, 62975, 6500.0, 2073.0, , , , , 
2026-04-22, 2.25, 2.2804, 2.50, 2.3000, 2.20, 2.50, 0.0, 0.0, Not available, 61671, 0.0, 1900.0, , , , , 
2026-04-21, 2.25, 2.2597, 2.50, 2.2800, 2.20, 2.50, 0.0, 0.0, Not available, 61739, 0.0, 2065.0, , , , , 
2026-04-20, 2.25, 2.2476, 2.50, 2.2800, 2.20, 2.50, 12693.0, 0.0, Not available, 73421, 0.0, 2861.0, , , , , 
2026-04-17, 2.25, 2.2540, 2.50, 2.3000, 2.20, 2.50, 10000.0, 0.0, Not available, 70515, 0.0, 1968.0, , , , , 
2026-04-16, 2.25, 2.2610, 2.50, 2.3100, 2.20, 2.50, 11486.0, 0.0, Not available, 71271, 8350.0, 2312.0, , , , , 
2026-04-15, 2.25, 2.2730, 2.50, 2.3300, 2.20, 2.50, 10000.0, 0.0, Not available, 74041, 0.0, 2844.0, , , , , 
2026-04-14, 2.25, 2.2723, 2.50, 2.3000, 2.20, 2.50, 0.0, 0.0, Not available, 63689, 0.0, 2493.0, , , , , 
2026-04-13, 2.25, 2.2759, 2.50, 2.3000, 2.20, 2.50, 0.0, 0.0, Not available, 64186, 0.0, 2795.0, , , , , 
2026-04-10, 2.25, 2.2674, 2.50, 2.3000, 2.20, 2.50, 0.0, 0.0, Not available, 64102, 0.0, 2459.0, , , , , 
2026-04-09, 2.25, 2.2477, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 64713, 4500.0, 2369.0, , , , , 
2026-04-08, 2.25, 2.2500, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 67580, 0.0, 2226.0, , , , , 
2026-04-07, 2.25, 2.2483, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 67349, 0.0, 2260.0, , , , , 
2026-04-06, 2.25, 2.2506, 2.50, 2.2600, 2.20, 2.50, 9008.0, 0.0, Not available, 79227, 0.0, 1840.0, , , , , 
2026-04-03, 2.25, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, , Bank holiday, Bank holiday, , , , , 
2026-04-02, 2.25, 2.2522, 2.50, 2.2700, 2.20, 2.50, 13996.0, 0.0, Not available, 79565, 8600.0, 2048.0, , , , , 
2026-04-01, 2.25, 2.2584, 2.50, 2.2700, 2.20, 2.50, 14328.0, 0.0, Not available, 79183, 0.0, 1977.0, , , , , 
2026-03-31, 2.25, 2.2387, 2.50, 2.2700, 2.20, 2.50, 9075.0, 0.0, Not available, 74446, 0.0, 1640.0, , , , , 
2026-03-30, 2.25, 2.2524, 2.50, 2.2700, 2.20, 2.50, 14374.0, 0.0, Not available, 84692, 0.0, 2385.0, , , , , 
2026-03-27, 2.25, 2.2494, 2.50, 2.2900, 2.20, 2.50, 15320.0, 0.0, Not available, 83452, 0.0, 1629.0, , , , , 
2026-03-26, 2.25, 2.2960, 2.50, 2.3200, 2.20, 2.50, 16000.0, 0.0, Not available, 80559, 8000.0, 1361.0, , , , , 
2026-03-25, 2.25, 2.2640, 2.50, 2.3300, 2.20, 2.50, 15000.0, 0.0, Not available, 78678, 0.0, 1193.0, , , , , 
2026-03-24, 2.25, 2.2738, 2.50, 2.3000, 2.20, 2.50, 9521.0, 0.0, Not available, 68289, 0.0, 2318.0, , , , , 
2026-03-23, 2.25, 2.2730, 2.50, 2.2900, 2.20, 2.50, 0.0, 0.0, Not available, 64389, 0.0, 2020.0, , , , , 
2026-03-20, 2.25, 2.2619, 2.50, 2.3000, 2.20, 2.50, 0.0, 0.0, Not available, 63677, 0.0, 2296.0, , , , , 
2026-03-19, 2.25, 2.2576, 2.50, 2.2900, 2.20, 2.50, 0.0, 0.0, Not available, 62569, 9000.0, 1658.0, , , , , 
2026-03-18, 2.25, 2.2607, 2.50, 2.2900, 2.20, 2.50, 0.0, 0.0, Not available, 60319, 0.0, 1392.0, , , , , 
2026-03-17, 2.25, 2.2591, 2.50, 2.2800, 2.20, 2.50, 0.0, 0.0, Not available, 56141, 0.0, 1614.0, , , , , 
2026-03-16, 2.25, 2.2525, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 59618, 0.0, 1062.0, , , , , 
2026-03-13, 2.25, 2.2458, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 58423, 0.0, 1104.0, , , , , 
2026-03-12, 2.25, 2.2493, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 60807, 5000.0, 1325.0, , , , , 
2026-03-11, 2.25, 2.2375, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 65938, 0.0, 991.0, , , , , 
2026-03-10, 2.25, 2.2479, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 61992, 0.0, 869.0, , , , , 
2026-03-09, 2.25, 2.2483, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 63765, 0.0, 1182.0, , , , , 
2026-03-06, 2.25, 2.2447, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 61061, 0.0, 1350.0, , , , , 
2026-03-05, 2.25, 2.2378, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 62124, 10062.0, 1157.0, , , , , 
2026-03-04, 2.25, 2.2557, 2.50, 2.2800, 2.20, 2.50, 12000.0, 0.0, Not available, 75382, 0.0, 1279.0, , , , , 
2026-03-03, 2.25, 2.2624, 2.50, 2.3000, 2.20, 2.50, 15599.0, 0.0, Not available, 78635, 0.0, 1089.0, , , , , 
2026-03-02, 2.25, 2.2588, 2.50, 2.2900, 2.20, 2.50, 15000.0, 0.0, Not available, 79248, 0.0, 818.0, , , , , 
2026-02-27, 2.25, 2.2660, 2.50, 2.2900, 2.20, 2.50, 0.0, 0.0, Not available, 65200, 0.0, 1132.0, , , , , 
2026-02-26, 2.25, 2.2531, 2.50, 2.2800, 2.20, 2.50, 0.0, 0.0, Not available, 70182, 5000.0, 663.0, , , , , 
2026-02-25, 2.25, 2.2588, 2.50, 2.2800, 2.20, 2.50, 0.0, 0.0, Not available, 72225, 0.0, 1251.0, , , , , 
2026-02-24, 2.25, 2.2547, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 65581, 0.0, 1332.0, , , , , 
2026-02-23, 2.25, 2.2477, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 62882, 0.0, 758.0, , , , , 
2026-02-20, 2.25, 2.2466, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 66485, 0.0, 765.0, , , , , 
2026-02-19, 2.25, 2.2431, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 61525, 8300.0, 625.0, , , , , 
2026-02-18, 2.25, 2.2403, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 66321, 0.0, 714.0, , , , , 
2026-02-17, 2.25, 2.2386, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 68572, 0.0, 791.0, , , , , 
2026-02-16, 2.25, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, 74453, Bank holiday, Bank holiday, , , , , 
2026-02-13, 2.25, 2.2473, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 68866, 0.0, 824.0, , , , , 
2026-02-12, 2.25, 2.2538, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 67331, 3000.0, 1250.0, , , , , 
2026-02-11, 2.25, 2.2512, 2.50, 2.2900, 2.20, 2.50, 0.0, 0.0, Not available, 70040, 0.0, 761.0, , , , , 
2026-02-10, 2.25, 2.2619, 2.50, 2.2900, 2.20, 2.50, 0.0, 0.0, Not available, 66599, 0.0, 1557.0, , , , , 
2026-02-09, 2.25, 2.2676, 2.50, 2.2900, 2.20, 2.50, 0.0, 0.0, Not available, 69328, 0.0, 1126.0, , , , , 
2026-02-06, 2.25, 2.2639, 2.50, 2.2900, 2.20, 2.50, 0.0, 0.0, Not available, 68692, 0.0, 977.0, , , , , 
2026-02-05, 2.25, 2.2593, 2.50, 2.2900, 2.20, 2.50, 0.0, 0.0, Not available, 68740, 6062.0, 777.0, , , , , 
2026-02-04, 2.25, 2.2543, 2.50, 2.2900, 2.20, 2.50, 0.0, 0.0, Not available, 70709, 0.0, 512.0, , , , , 
2026-02-03, 2.25, 2.2536, 2.50, 2.2800, 2.20, 2.50, 0.0, 0.0, Not available, 74244, 0.0, 720.0, , , , , 
2026-02-02, 2.25, 2.2584, 2.50, 2.2800, 2.20, 2.50, 0.0, 0.0, Not available, 80661, 0.0, 1291.0, , , , , 
2026-01-30, 2.25, 2.2573, 2.50, 2.3000, 2.20, 2.50, 6472.0, 0.0, Not available, 67544, 0.0, 1694.0, , , , , 
2026-01-29, 2.25, 2.2575, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 65802, 3000.0, 731.0, , , , , 
2026-01-28, 2.25, 2.2578, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 70128, 0.0, 614.0, , , , , 
2026-01-27, 2.25, 2.2557, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 57677, 0.0, 551.0, , , , , 
2026-01-26, 2.25, 2.2452, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 57593, 0.0, 399.0, , , , , 
2026-01-23, 2.25, 2.2478, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 58218, 0.0, 577.0, , , , , 
2026-01-22, 2.25, 2.2419, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 63330, 6500.0, 604.0, , , , , 
2026-01-21, 2.25, 2.2424, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 74895, 0.0, 620.0, , , , , 
2026-01-20, 2.25, 2.2452, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 72079, 0.0, 612.0, , , , , 
2026-01-19, 2.25, 2.2522, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 65079, 0.0, 574.0, , , , , 
2026-01-16, 2.25, 2.2560, 2.50, 2.2800, 2.20, 2.50, 0.0, 0.0, Not available, 66700, 0.0, 753.0, , , , , 
2026-01-15, 2.25, 2.2507, 2.50, 2.2700, 2.20, 2.50, 6950.0, 0.0, Not available, 69569, 3500.0, 704.0, , , , , 
2026-01-14, 2.25, 2.2434, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 71099, 0.0, 662.0, , , , , 
2026-01-13, 2.25, 2.2447, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 63368, 0.0, 614.0, , , , , 
2026-01-12, 2.25, 2.2490, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 62323, 0.0, 583.0, , , , , 
2026-01-09, 2.25, 2.2403, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 63557, 0.0, 838.0, , , , , 
2026-01-08, 2.25, 2.2402, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 63594, 8550.0, 1174.0, , , , , 
2026-01-07, 2.25, 2.2501, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 69393, 0.0, 1335.0, , , , , 
2026-01-06, 2.25, 2.2569, 2.50, 2.2800, 2.20, 2.50, 0.0, 0.0, Not available, 68223, 0.0, 851.0, , , , , 
2026-01-05, 2.25, 2.2621, 2.50, 2.2800, 2.20, 2.50, 0.0, 0.0, Not available, 76908, 0.0, 1056.0, , , , , 
2026-01-02, 2.25, 2.2678, 2.50, 2.2900, 2.20, 2.50, 0.0, 0.0, Not available, 75576, 0.0, 1047.0, , , , , 
2026-01-01, 2.25, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, 0.0, Bank holiday, , , , , 
2025-12-31, 2.25, 2.2786, 2.50, 2.3000, 2.20, 2.50, 0.0, 0.0, Not available, 71758, 0.0, 1534.0, , , , , 
2025-12-30, 2.25, 2.2679, 2.50, 2.2900, 2.20, 2.50, 0.0, 0.0, Not available, 69326, 6000.0, 1443.0, , , , , 
2025-12-29, 2.25, 2.2724, 2.50, 2.3000, 2.20, 2.50, 10900.0, 0.0, Not available, 80610, 0.0, 1309.0, , , , , 
2025-12-26, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, , , , , 
2025-12-25, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, , , , , 
2025-12-24, 2.25, 2.2697, 2.50, 2.3000, 2.20, 2.50, 12000.0, 0.0, Not available, 89469, 0.0, 1500.0, , , , , 
2025-12-23, 2.25, 2.2721, 2.50, 2.3000, 2.20, 2.50, 0.0, 0.0, Not available, 74839, 14000.0, 733.0, , , , , 
2025-12-22, 2.25, 2.2639, 2.50, 2.2800, 2.20, 2.50, 5751.0, 0.0, Not available, 75604, 0.0, 1115.0, , , , , 
2025-12-19, 2.25, 2.2553, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 68746, 0.0, 660.0, , , , , 
2025-12-18, 2.25, 2.2530, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 67869, 6000.0, 581.0, , , , , 
2025-12-17, 2.25, 2.2496, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 69317, 0.0, 454.0, , , , , 
2025-12-16, 2.25, 2.2524, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 65196, 0.0, 207.0, , , , , 
2025-12-15, 2.25, 2.2530, 2.50, 2.2600, 2.20, 2.50, 8000.0, 0.0, Not available, 74114, 0.0, 395.0, , , , , 
2025-12-12, 2.25, 2.2492, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 64456, 0.0, 498.0, , , , , 
2025-12-11, 2.25, 2.2441, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 65213, 10670.0, 360.0, , , , , 
2025-12-10, 2.25, 2.2390, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 66940, 0.0, 272.0, , , , , 
2025-12-09, 2.25, 2.2416, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 69990, 0.0, 257.0, , , , , 
2025-12-08, 2.25, 2.2407, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 71393, 0.0, 247.0, , , , , 
2025-12-05, 2.25, 2.2344, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 68457, 0.0, 237.0, , , , , 
2025-12-04, 2.25, 2.2342, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 68306, 4900.0, 360.0, , , , , 
2025-12-03, 2.25, 2.2381, 2.50, 2.2400, 2.20, 2.50, 0.0, 0.0, Not available, 75019, 0.0, 595.0, , , , , 
2025-12-02, 2.25, 2.2359, 2.50, 2.2400, 2.20, 2.50, 0.0, 0.0, Not available, 72624, 0.0, 561.0, , , , , 
2025-12-01, 2.25, 2.2347, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 76077, 0.0, 547.0, , , , , 
2025-11-28, 2.25, 2.2375, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 72449, 0.0, 524.0, , , , , 
2025-11-27, 2.25, 2.2285, 2.50, 2.2400, 2.20, 2.50, 0.0, 0.0, Not available, 74101, 12300.0, 520.0, , , , , 
2025-11-26, 2.25, 2.2269, 2.50, 2.2400, 2.20, 2.50, 0.0, 0.0, Not available, 82910, 0.0, 552.0, , , , , 
2025-11-25, 2.25, 2.2302, 2.50, 2.2400, 2.20, 2.50, 0.0, 0.0, Not available, 72376, 0.0, 305.0, , , , , 
2025-11-24, 2.25, 2.2201, 2.50, 2.2400, 2.20, 2.50, 0.0, 0.0, Not available, 71546, 0.0, 350.0, , , , , 
2025-11-21, 2.25, 2.2418, 2.50, 2.2400, 2.20, 2.50, 0.0, 0.0, Not available, 72518, 0.0, 577.0, , , , , 
2025-11-20, 2.25, 2.2348, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 71750, 6000.0, 1033.0, , , , , 
2025-11-19, 2.25, 2.2422, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 77614, 0.0, 990.0, , , , , 
2025-11-18, 2.25, 2.2405, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 67978, 0.0, 1027.0, , , , , 
2025-11-17, 2.25, 2.2422, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 73069, 0.0, 757.0, , , , , 
2025-11-14, 2.25, 2.2431, 2.50, 2.2500, 2.20, 2.50, 0.0, 0.0, Not available, 66894, 0.0, 528.0, , , , , 
2025-11-13, 2.25, 2.2473, 2.50, 2.2600, 2.20, 2.50, 0.0, 0.0, Not available, 72998, 12050.0, 530.0, , , , , 
2025-11-12, 2.25, 2.2451, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 73794, 0.0, 576.0, , , , , 
2025-11-11, 2.25, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, Bank holiday, , , , , 
2025-11-10, 2.25, 2.2476, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 73452, 0.0, 405.0, , , , , 
2025-11-07, 2.25, 2.2508, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 70339, 0.0, 716.0, , , , , 
2025-11-06, 2.25, 2.2480, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 74295, 4500.0, 1001.0, , , , , 
2025-11-05, 2.25, 2.2469, 2.50, 2.2700, 2.20, 2.50, 0.0, 0.0, Not available, 83138, 0.0, 1122.0, , , , , 
2025-11-04, 2.25, 2.2528, 2.50, 2.2900, 2.20, 2.50, 12000.0, 0.0, Not available, 92875, 0.0, 1272.0, , , , , 
2025-11-03, 2.25, 2.2744, 2.50, 2.3500, 2.20, 2.50, 14000.0, 0.0, Not available, 98443, 0.0, 1321.0, , , , , 
2025-10-31, 2.25, 2.2852, 2.50, 2.3500, 2.20, 2.50, 2750.0, 0.0, Not available, 79317, 0.0, 1741.0, , , , , 
2025-10-30, 2.25, 2.2570, 2.50, 2.2800, 2.20, 2.50, 0.0, 0.0, Not available, 79060, 12350.0, 1824.0, , , , , 
2025-10-29, 2.50, 2.4933, 2.75, 2.5200, 2.45, 2.75, 0.0, 0.0, Not available, 76661, 0.0, 1070.0, , , , , 
2025-10-28, 2.50, 2.4974, 2.75, 2.5200, 2.45, 2.75, 0.0, 0.0, Not available, 77950, 0.0, 836.0, , , , , 
2025-10-27, 2.50, 2.4966, 2.75, 2.5200, 2.45, 2.75, 0.0, 0.0, Not available, 75944, 0.0, 1105.0, , , , , 
2025-10-24, 2.50, 2.5031, 2.75, 2.5100, 2.45, 2.75, 0.0, 0.0, Not available, 78472, 0.0, 777.0, , , , , 
2025-10-23, 2.50, 2.5039, 2.75, 2.5200, 2.45, 2.75, 0.0, 0.0, Not available, 80102, 4000.0, 1052.0, , , , , 
2025-10-22, 2.50, 2.4948, 2.75, 2.5200, 2.45, 2.75, 0.0, 0.0, Not available, 81924, 0.0, 1108.0, , , , , 
2025-10-21, 2.50, 2.5011, 2.75, 2.5200, 2.45, 2.75, 0.0, 0.0, Not available, 81789, 0.0, 1361.0, , , , , 
2025-10-20, 2.50, 2.5019, 2.75, 2.5200, 2.45, 2.75, 0.0, 0.0, Not available, 79506, 0.0, 1319.0, , , , , 
2025-10-17, 2.50, 2.4995, 2.75, 2.5300, 2.45, 2.75, 0.0, 0.0, Not available, 79162, 0.0, 1199.0, , , , , 
2025-10-16, 2.50, 2.5051, 2.75, 2.5300, 2.45, 2.75, 0.0, 0.0, Not available, 81533, 6710.0, 188.0, , , , , 
2025-10-15, 2.50, 2.5026, 2.75, 2.5300, 2.45, 2.75, 0.0, 0.0, Not available, 79022, 0.0, 1129.0, , , , , 
2025-10-14, 2.50, 2.5033, 2.75, 2.5200, 2.45, 2.75, 0.0, 0.0, Not available, 78746, 0.0, 673.0, , , , , 
