"Labour force characteristics, monthly, seasonally adjusted and trend-cycle 1 2 3"
"Frequency: Monthly"
"Table: 14-10-0287-01 (formerly CANSIM 282-0087)"
"Release date: 2026-06-05"
"Geography: Canada, Province or territory"
""
""

,"Geography 4","Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Gender 5 6","Total - Gender",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Age group","15 years and over",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Statistics","Estimate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Labour force characteristics","Data type","January 1976","February 1976","March 1976","April 1976","May 1976","June 1976","July 1976","August 1976","September 1976","October 1976","November 1976","December 1976","January 1977","February 1977","March 1977","April 1977","May 1977","June 1977","July 1977","August 1977","September 1977","October 1977","November 1977","December 1977","January 1978","February 1978","March 1978","April 1978","May 1978","June 1978","July 1978","August 1978","September 1978","October 1978","November 1978","December 1978","January 1979","February 1979","March 1979","April 1979","May 1979","June 1979","July 1979","August 1979","September 1979","October 1979","November 1979","December 1979","January 1980","February 1980","March 1980","April 1980","May 1980","June 1980","July 1980","August 1980","September 1980","October 1980","November 1980","December 1980","January 1981","February 1981","March 1981","April 1981","May 1981","June 1981","July 1981","August 1981","September 1981","October 1981","November 1981","December 1981","January 1982","February 1982","March 1982","April 1982","May 1982","June 1982","July 1982","August 1982","September 1982","October 1982","November 1982","December 1982","January 1983","February 1983","March 1983","April 1983","May 1983","June 1983","July 1983","August 1983","September 1983","October 1983","November 1983","December 1983","January 1984","February 1984","March 1984","April 1984","May 1984","June 1984","July 1984","August 1984","September 1984","October 1984","November 1984","December 1984","January 1985","February 1985","March 1985","April 1985","May 1985","June 1985","July 1985","August 1985","September 1985","October 1985","November 1985","December 1985","January 1986","February 1986","March 1986","April 1986","May 1986","June 1986","July 1986","August 1986","September 1986","October 1986","November 1986","December 1986","January 1987","February 1987","March 1987","April 1987","May 1987","June 1987","July 1987","August 1987","September 1987","October 1987","November 1987","December 1987","January 1988","February 1988","March 1988","April 1988","May 1988","June 1988","July 1988","August 1988","September 1988","October 1988","November 1988","December 1988","January 1989","February 1989","March 1989","April 1989","May 1989","June 1989","July 1989","August 1989","September 1989","October 1989","November 1989","December 1989","January 1990","February 1990","March 1990","April 1990","May 1990","June 1990","July 1990","August 1990","September 1990","October 1990","November 1990","December 1990","January 1991","February 1991","March 1991","April 1991","May 1991","June 1991","July 1991","August 1991","September 1991","October 1991","November 1991","December 1991","January 1992","February 1992","March 1992","April 1992","May 1992","June 1992","July 1992","August 1992","September 1992","October 1992","November 1992","December 1992","January 1993","February 1993","March 1993","April 1993","May 1993","June 1993","July 1993","August 1993","September 1993","October 1993","November 1993","December 1993","January 1994","February 1994","March 1994","April 1994","May 1994","June 1994","July 1994","August 1994","September 1994","October 1994","November 1994","December 1994","January 1995","February 1995","March 1995","April 1995","May 1995","June 1995","July 1995","August 1995","September 1995","October 1995","November 1995","December 1995","January 1996","February 1996","March 1996","April 1996","May 1996","June 1996","July 1996","August 1996","September 1996","October 1996","November 1996","December 1996","January 1997","February 1997","March 1997","April 1997","May 1997","June 1997","July 1997","August 1997","September 1997","October 1997","November 1997","December 1997","January 1998","February 1998","March 1998","April 1998","May 1998","June 1998","July 1998","August 1998","September 1998","October 1998","November 1998","December 1998","January 1999","February 1999","March 1999","April 1999","May 1999","June 1999","July 1999","August 1999","September 1999","October 1999","November 1999","December 1999","January 2000","February 2000","March 2000","April 2000","May 2000","June 2000","July 2000","August 2000","September 2000","October 2000","November 2000","December 2000","January 2001","February 2001","March 2001","April 2001","May 2001","June 2001","July 2001","August 2001","September 2001","October 2001","November 2001","December 2001","January 2002","February 2002","March 2002","April 2002","May 2002","June 2002","July 2002","August 2002","September 2002","October 2002","November 2002","December 2002","January 2003","February 2003","March 2003","April 2003","May 2003","June 2003","July 2003","August 2003","September 2003","October 2003","November 2003","December 2003","January 2004","February 2004","March 2004","April 2004","May 2004","June 2004","July 2004","August 2004","September 2004","October 2004","November 2004","December 2004","January 2005","February 2005","March 2005","April 2005","May 2005","June 2005","July 2005","August 2005","September 2005","October 2005","November 2005","December 2005","January 2006","February 2006","March 2006","April 2006","May 2006","June 2006","July 2006","August 2006","September 2006","October 2006","November 2006","December 2006","January 2007","February 2007","March 2007","April 2007","May 2007","June 2007","July 2007","August 2007","September 2007","October 2007","November 2007","December 2007","January 2008","February 2008","March 2008","April 2008","May 2008","June 2008","July 2008","August 2008","September 2008","October 2008","November 2008","December 2008","January 2009","February 2009","March 2009","April 2009","May 2009","June 2009","July 2009","August 2009","September 2009","October 2009","November 2009","December 2009","January 2010","February 2010","March 2010","April 2010","May 2010","June 2010","July 2010","August 2010","September 2010","October 2010","November 2010","December 2010","January 2011","February 2011","March 2011","April 2011","May 2011","June 2011","July 2011","August 2011","September 2011","October 2011","November 2011","December 2011","January 2012","February 2012","March 2012","April 2012","May 2012","June 2012","July 2012","August 2012","September 2012","October 2012","November 2012","December 2012","January 2013","February 2013","March 2013","April 2013","May 2013","June 2013","July 2013","August 2013","September 2013","October 2013","November 2013","December 2013","January 2014","February 2014","March 2014","April 2014","May 2014","June 2014","July 2014","August 2014","September 2014","October 2014","November 2014","December 2014","January 2015","February 2015","March 2015","April 2015","May 2015","June 2015","July 2015","August 2015","September 2015","October 2015","November 2015","December 2015","January 2016","February 2016","March 2016","April 2016","May 2016","June 2016","July 2016","August 2016","September 2016","October 2016","November 2016","December 2016","January 2017","February 2017","March 2017","April 2017","May 2017","June 2017","July 2017","August 2017","September 2017","October 2017","November 2017","December 2017","January 2018","February 2018","March 2018","April 2018","May 2018","June 2018","July 2018","August 2018","September 2018","October 2018","November 2018","December 2018","January 2019","February 2019","March 2019","April 2019","May 2019","June 2019","July 2019","August 2019","September 2019","October 2019","November 2019","December 2019","January 2020","February 2020","March 2020","April 2020","May 2020","June 2020","July 2020","August 2020","September 2020","October 2020","November 2020","December 2020","January 2021","February 2021","March 2021","April 2021","May 2021","June 2021","July 2021","August 2021","September 2021","October 2021","November 2021","December 2021","January 2022","February 2022","March 2022","April 2022","May 2022","June 2022","July 2022","August 2022","September 2022","October 2022","November 2022","December 2022","January 2023","February 2023","March 2023","April 2023","May 2023","June 2023","July 2023","August 2023","September 2023","October 2023","November 2023","December 2023","January 2024","February 2024","March 2024","April 2024","May 2024","June 2024","July 2024","August 2024","September 2024","October 2024","November 2024","December 2024","January 2025","February 2025","March 2025","April 2025","May 2025","June 2025","July 2025","August 2025","September 2025","October 2025","November 2025","December 2025","January 2026","February 2026","March 2026","April 2026","May 2026"
,,"Persons in thousands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Population 7 8","Seasonally adjusted  (x 1,000)","16,852.4","16,892.0","16,930.7","16,969.4","17,008.1","17,046.8","17,085.5","17,124.4","17,154.4","17,183.4","17,211.4","17,238.1","17,270.6","17,302.4","17,329.1","17,358.7","17,394.1","17,421.5","17,449.4","17,485.1","17,513.7","17,540.6","17,567.5","17,592.8","17,623.5","17,653.9","17,679.3","17,706.9","17,741.6","17,767.5","17,792.0","17,824.4","17,850.7","17,876.8","17,902.4","17,927.3","17,958.4","17,989.1","18,014.3","18,047.3","18,073.7","18,101.0","18,133.4","18,161.4","18,189.4","18,226.0","18,255.2","18,283.8","18,317.9","18,346.4","18,373.9","18,407.7","18,437.0","18,474.1","18,501.1","18,529.0","18,564.0","18,591.5","18,617.4","18,642.6","18,671.8","18,700.6","18,725.0","18,749.9","18,775.2","18,806.1","18,829.0","18,852.5","18,880.8","18,904.4","18,927.1","18,949.7","18,976.3","19,001.7","19,023.7","19,045.6","19,068.3","19,096.2","19,115.7","19,142.0","19,162.5","19,183.2","19,203.3","19,222.6","19,244.2","19,266.5","19,285.1","19,304.2","19,328.1","19,346.5","19,363.3","19,386.4","19,405.3","19,424.2","19,443.7","19,462.2","19,483.7","19,506.2","19,524.2","19,546.8","19,566.7","19,586.5","19,609.7","19,628.8","19,648.2","19,672.4","19,691.5","19,709.6","19,730.9","19,748.6","19,766.5","19,789.4","19,809.0","19,828.7","19,852.4","19,872.8","19,898.7","19,919.1","19,939.6","19,958.2","19,981.2","19,999.0","20,017.2","20,041.3","20,062.1","20,087.6","20,105.9","20,124.5","20,147.1","20,165.8","20,183.9","20,202.6","20,225.3","20,248.6","20,268.9","20,289.9","20,311.5","20,339.2","20,360.6","20,381.6","20,408.3","20,428.5","20,448.3","20,467.1","20,489.4","20,510.8","20,530.0","20,550.6","20,577.9","20,600.0","20,622.0","20,650.4","20,672.5","20,693.6","20,714.3","20,734.5","20,763.1","20,783.3","20,805.4","20,828.2","20,858.6","20,883.0","20,907.8","20,938.9","20,963.6","20,993.6","21,017.0","21,039.1","21,064.5","21,085.8","21,109.5","21,142.7","21,170.0","21,197.5","21,233.1","21,261.0","21,286.8","21,317.2","21,342.5","21,366.2","21,394.7","21,418.6","21,443.8","21,475.8","21,502.0","21,528.2","21,553.8","21,571.3","21,595.6","21,614.4","21,638.0","21,663.5","21,689.1","21,706.9","21,735.9","21,759.0","21,782.8","21,811.7","21,835.0","21,857.6","21,885.1","21,906.4","21,926.2","21,946.2","21,969.3","21,991.1","22,012.4","22,032.8","22,053.5","22,082.6","22,104.9","22,132.2","22,154.2","22,174.9","22,193.6","22,212.9","22,233.7","22,256.4","22,279.1","22,302.6","22,332.6","22,356.2","22,380.7","22,411.1","22,433.5","22,455.2","22,476.2","22,495.7","22,524.7","22,545.8","22,568.6","22,592.9","22,623.5","22,647.9","22,672.6","22,702.9","22,725.8","22,749.7","22,772.3","22,793.6","22,821.0","22,844.7","22,868.7","22,892.2","22,922.4","22,945.9","22,976.2","23,000.0","23,028.4","23,050.4","23,071.9","23,092.0","23,114.7","23,134.5","23,156.3","23,185.1","23,208.6","23,237.4","23,260.1","23,283.5","23,312.7","23,335.3","23,356.4","23,375.4","23,397.5","23,419.2","23,438.6","23,459.9","23,482.1","23,509.5","23,528.9","23,547.6","23,572.2","23,592.3","23,611.5","23,629.5","23,650.9","23,672.2","23,693.5","23,716.0","23,739.9","23,769.7","23,792.9","23,820.6","23,844.8","23,869.2","23,892.8","23,915.0","23,937.8","23,963.5","23,988.6","24,014.6","24,048.5","24,076.3","24,102.5","24,134.6","24,162.1","24,189.6","24,216.4","24,241.9","24,255.3","24,280.4","24,308.1","24,344.9","24,375.1","24,406.3","24,442.1","24,470.7","24,498.4","24,525.1","24,550.9","24,575.0","24,608.4","24,634.0","24,662.4","24,699.4","24,729.8","24,761.0","24,795.8","24,818.6","24,845.8","24,868.1","24,889.7","24,909.8","24,932.7","24,953.8","24,978.6","25,009.7","25,035.1","25,068.7","25,095.9","25,121.7","25,154.0","25,179.6","25,203.7","25,225.6","25,250.0","25,276.5","25,302.8","25,330.1","25,358.7","25,395.6","25,425.1","25,459.9","25,487.3","25,513.4","25,537.2","25,560.2","25,585.5","25,613.5","25,640.9","25,668.9","25,706.5","25,738.6","25,771.7","25,810.4","25,839.5","25,867.3","25,894.4","25,918.9","25,953.3","25,978.8","26,007.0","26,036.5","26,074.9","26,106.8","26,139.1","26,177.3","26,206.5","26,234.1","26,260.8","26,285.9","26,314.7","26,335.5","26,359.9","26,391.4","26,419.3","26,449.3","26,486.5","26,517.5","26,547.0","26,576.0","26,603.7","26,629.2","26,659.0","26,683.2","26,710.7","26,744.9","26,775.5","26,816.1","26,849.8","26,881.7","26,918.4","26,948.5","26,976.8","27,003.2","27,030.7","27,061.0","27,090.1","27,120.6","27,152.3","27,193.6","27,226.9","27,259.5","27,297.2","27,326.6","27,353.1","27,377.1","27,403.5","27,432.0","27,460.8","27,491.0","27,522.5","27,563.6","27,597.8","27,635.9","27,664.2","27,690.7","27,714.9","27,737.1","27,758.7","27,781.2","27,804.5","27,829.6","27,861.0","27,885.9","27,913.7","27,948.7","27,975.4","28,000.7","28,025.4","28,049.2","28,074.2","28,098.9","28,124.0","28,157.4","28,185.1","28,215.5","28,252.5","28,277.5","28,301.6","28,327.0","28,351.5","28,373.9","28,398.7","28,415.9","28,440.3","28,473.4","28,501.2","28,530.4","28,564.6","28,588.4","28,617.0","28,639.6","28,660.5","28,679.9","28,699.1","28,716.5","28,740.8","28,771.7","28,798.2","28,832.0","28,857.3","28,877.3","28,898.8","28,913.9","28,929.6","28,944.1","28,954.2","28,965.9","28,981.9","29,000.4","29,020.2","29,048.8","29,074.3","29,099.5","29,129.5","29,152.4","29,173.1","29,193.6","29,218.7","29,249.3","29,274.3","29,298.9","29,333.5","29,366.1","29,400.7","29,436.7","29,465.7","29,492.9","29,518.3","29,542.6","29,575.4","29,601.2","29,632.8","29,664.6","29,705.0","29,739.5","29,776.2","29,821.4","29,855.7","29,889.3","29,921.7","29,953.3","29,996.8","30,027.7","30,065.1","30,112.8","30,152.1","30,193.1","30,241.0","30,273.2","30,305.2","30,337.3","30,366.4","30,393.7","30,427.8","30,450.9","30,479.8","30,519.6","30,554.4","30,593.1","30,649.4","30,694.3","30,747.6","30,791.8","30,832.4","30,868.9","30,907.3","30,945.1","30,988.3","31,014.2","31,037.6","31,070.8","31,100.2","31,126.0","31,154.4","31,172.3","31,185.8","31,193.7","31,203.9","31,221.9","31,235.6","31,248.1","31,260.4","31,287.5","31,318.8","31,359.5","31,393.0","31,432.6","31,475.9","31,518.9","31,559.4","31,600.5","31,642.1","31,683.5","31,733.2","31,781.7","31,834.3","31,894.0","31,948.3","32,005.2","32,058.7","32,111.8","32,187.9","32,270.6","32,355.3","32,432.5","32,524.6","32,617.0","32,710.3","32,808.3","32,896.0","32,987.7","33,077.9","33,168.3","33,276.5","33,373.5","33,469.5","33,578.9","33,685.5","33,788.3","33,899.8","33,995.1","34,089.8","34,163.7","34,225.2","34,285.1","34,340.8","34,388.2","34,440.0","34,493.6","34,530.6","34,577.2","34,614.8","34,644.2","34,671.9","34,695.4","34,713.1","34,723.0","34,728.2","34,735.5","34,746.7","34,755.6","34,770.0"
,"Trend-cycle 9","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
