date,FXUSDCAD,log_fx,diff_log_fx
2020-03-06,1.3421,0.2942355514216232,-0.0005959031833693285
2020-03-13,1.3901,0.3293756870009098,0.03514013557928658
2020-03-20,1.4332,0.3599097064486617,0.030534019447751914
2020-03-27,1.4056,0.34046425789075035,-0.01944544855791136
2020-04-03,1.4142,0.3465640001880033,0.006099742297252964
2020-04-10,1.3985,0.3354002336598774,-0.011163766528125896
2020-04-17,1.4037,0.3391116075581432,0.0037113738982657574
2020-04-24,1.409,0.3428802329165432,0.003768625358400002
2020-05-01,1.4066,0.34117544489178087,-0.001704788024762316
2020-05-08,1.3934,0.3317468036138815,-0.009428641277899386
2020-05-15,1.4094,0.34316408191078507,0.011417278296903588
2020-05-22,1.4015,0.3375430916227059,-0.005620990288079164
2020-05-29,1.3787,0.32114102619544627,-0.016402065427259638
2020-06-05,1.3429,0.29483145460499255,-0.026309571590453718
2020-06-12,1.3596,0.30719053883982383,0.012359084234831286
2020-06-19,1.3587,0.30652836024814084,-0.0006621785916829936
2020-06-26,1.3676,0.3130573787830091,0.006529018534868258
2020-07-03,1.3565,0.3049078531168494,-0.008149525666159674
2020-07-10,1.3594,0.30704342593040074,0.002135572813551312
2020-07-17,1.3574,0.3055711052875209,-0.0014723206428798319
2020-07-24,1.3421,0.2942355514216232,-0.011335553865897685
2020-07-31,1.3404,0.29296807688101834,-0.0012674745406048848
2020-08-07,1.3377,0.2909517213194035,-0.0020163555616148354
2020-08-14,1.325,0.2814124594381855,-0.009539261881218009
2020-08-21,1.3205,0.2780104527550499,-0.0034020066831356166
2020-08-28,1.3097,0.26979810335322024,-0.008212349401829633
2020-09-04,1.3089,0.2691870898155365,-0.0006110135376837245
2020-09-11,1.3186,0.27657056769706223,0.007383477881525713
2020-09-18,1.3186,0.27657056769706223,0.0
2020-09-25,1.3396,0.2923710619379124,0.01580049424085017
2020-10-02,1.331,0.2859305394129745,-0.006440522524937875
2020-10-09,1.3136,0.2727714597160268,-0.01315907969694774
2020-10-16,1.3192,0.277025492263252,0.004254032547225228
2020-10-23,1.314,0.2730759200624188,-0.003949572200833196
2020-10-30,1.3318,0.28653141069438504,0.013455490631966216
2020-11-06,1.3039,0.26535977344728956,-0.021171637247095476
2020-11-13,1.3147,0.27360850272042153,0.008248729273131972
2020-11-20,1.3071,0.267810942809369,-0.005797559911052519
2020-11-27,1.2985,0.26120975212066605,-0.0066011906887029626
2020-12-04,1.2801,0.24693819987992693,-0.014271552240739116
2020-12-11,1.2769,0.24443526544849833,-0.0025029344314285995
2020-12-18,1.2775,0.2449050430957225,0.0004697776472241677
2020-12-25,1.2835,0.2495907213290581,0.0046856782333355995
2021-01-01,1.2732,0.24153341642580078,-0.008057304903257317
2021-01-08,1.2705,0.2394105237780817,-0.002122892647719088
2021-01-15,1.2727,0.24114062801586433,0.001730104237782637
2021-01-22,1.2716,0.24027595005451063,-0.0008646779613536992
2021-01-29,1.278,0.24529635595534308,0.005020405900832442
2021-02-05,1.2777,0.2450615866151405,-0.0002347693402025841
2021-02-12,1.2711,0.2398826673184861,-0.0051789192966543995
2021-02-19,1.2614,0.23222221524741385,-0.0076604520710722435
2021-02-26,1.2685,0.2378351000571995,0.00561288480978564
2021-03-05,1.2668,0.23649403568234761,-0.0013410643748518747
2021-03-12,1.2493,0.22258339445564657,-0.013910641226701048
2021-03-19,1.2506,0.22362343615106045,0.0010400416954138847
2021-03-26,1.258,0.2295231582782488,0.005899722127188339
2021-04-02,1.2565,0.22833007800150978,-0.0011930802767390059
2021-04-09,1.2544,0.22665737061400631,-0.0016727073875034693
2021-04-16,1.2503,0.2233835225188169,-0.0032738480951894078
2021-04-23,1.2489,0.22226316388690232,-0.001120358631914592
2021-04-30,1.2285,0.2057939129790967,-0.016469250907805627
2021-05-07,1.2156,0.19523778206050096,-0.010556130918595724
2021-05-14,1.2109,0.1913638847781836,-0.003873897282317351
2021-05-21,1.2061,0.18739201360706015,-0.0039718711711234644
2021-05-28,1.2086,0.18946266494532102,0.0020706513382608704
2021-06-04,1.2084,0.1892971705303798,-0.00016549441494120853
2021-06-11,1.2148,0.19457945418945674,0.005282283659076931
2021-06-18,1.2419,0.21664246497184983,0.02206301078239309
2021-06-25,1.2294,0.20652624549077206,-0.01011621948107777
2021-07-02,1.2353,0.21131385556063104,0.004787610069858977
2021-07-09,1.2476,0.22122170575151118,0.00990785019088014
2021-07-16,1.2593,0.23055601102966375,0.009334305278152571
2021-07-23,1.2575,0.22912562299175726,-0.0014303880379064882
2021-07-30,1.2462,0.22009892112798454,-0.009026701863772718
2021-08-06,1.255,0.22713557258374711,0.0070366514557625714
2021-08-13,1.2514,0.22426292458212613,-0.0028726480016209865
2021-08-20,1.2856,0.2512255354411658,0.0269626108590397
2021-08-27,1.2635,0.2338856478461119,-0.01733988759505392
2021-09-03,1.2518,0.22458251550846406,-0.009303132337647846
2021-09-10,1.2631,0.23356901679779243,0.008986501289328375
2021-09-17,1.2721,0.2406690781800282,0.007100061382235762
2021-09-24,1.268,0.2374408560150342,-0.0032282221649939935
2021-10-01,1.2654,0.2353882777306469,-0.002052578284387291
2021-10-08,1.2482,0.22170251351780554,-0.013685764212841373
2021-10-15,1.2379,0.21341639555562752,-0.008286117962178013
2021-10-22,1.2357,0.21163761112800772,-0.0017787844276198062
2021-10-29,1.2384,0.21382022385332558,0.0021826127253178618
2021-11-05,1.2452,0.21929615958531612,0.005475935731990539
2021-11-12,1.2565,0.22833007800150978,0.009033918416193665
2021-11-19,1.2639,0.2342021786709435,0.005872100669433722
2021-11-26,1.2771,0.24459188252007924,0.010389703849135734
2021-12-03,1.2812,0.24779713875286594,0.0032052562327866962
2021-12-10,1.2714,0.2401186555201714,-0.007678483232694544
2021-12-17,1.2846,0.250447385841555,0.010328730321383622
2021-12-24,1.2813,0.24787518753339352,-0.002572198308161494
2021-12-31,1.2678,0.237283114867929,-0.010592072665464525
2022-01-07,1.2666,0.23633614510019282,-0.0009469697677361721
2022-01-14,1.2545,0.22673708682433988,-0.009599058275852945
2022-01-21,1.2545,0.22673708682433988,0.0
2022-01-28,1.2772,0.24467018185848982,0.017933095034149943
2022-02-04,1.2758,0.24357343282571792,-0.0010967490327719043
2022-02-11,1.2702,0.23917436838673742,-0.004399064438980499
2022-02-18,1.2734,0.24169048860078798,0.0025161202140505656
2022-02-25,1.2747,0.24271085680673848,0.0010203682059505004
2022-03-04,1.275,0.2429461786103894,0.00023532180365090638
2022-03-11,1.272,0.24059046491793043,-0.0023557136924589606
2022-03-18,1.2617,0.23246001795155855,-0.008130446966371885
2022-03-25,1.2502,0.2233035385155749,-0.009156479435983633
2022-04-01,1.2512,0.22410309080890967,0.0007995522933347543
2022-04-08,1.2589,0.23023832379007644,0.006135232981166777
2022-04-15,1.2601,0.23119108289351042,0.0009527591034339811
2022-04-22,1.2702,0.23917436838673742,0.007983285493226994
2022-04-29,1.2792,0.24623488253760734,0.007060514150869918
2022-05-06,1.2882,0.2532458951306533,0.007011012593045984
2022-05-13,1.2953,0.25874232855407314,0.005496433423419822
2022-05-20,1.2829,0.24912314027315743,-0.009619188280915708
2022-05-27,1.2738,0.2420045589551284,-0.0071185813180290325
2022-06-03,1.2579,0.22944366386268963,-0.012560895092438767
2022-06-10,1.2777,0.2450615866151405,0.015617922752450858
2022-06-17,1.3035,0.26505295439141946,0.019991367776278968
2022-06-24,1.2933,0.2571970914390615,-0.007855862952357962
2022-07-01,1.2886,0.253556357722405,-0.003640733716656519
2022-07-08,1.2968,0.2598996914393293,0.006343333716924304
2022-07-15,1.3038,0.26528307750830193,0.005383386068972651
2022-07-22,1.2876,0.25278002044251613,-0.012503057065785805
2022-07-29,1.2824,0.24873332231320613,-0.004046698129309995
2022-08-05,1.2934,0.25727441003035545,0.008541087717149315
2022-08-12,1.2783,0.24553107019183898,-0.01174333983851647
2022-08-19,1.2991,0.26167171701955005,0.016140646827711075
2022-08-26,1.2989,0.2615177524311012,-0.00015396458844885164
2022-09-02,1.3121,0.271628907129533,0.010111154698431823
2022-09-09,1.3035,0.26505295439141946,-0.006575952738113566
2022-09-16,1.3285,0.28405048621773116,0.018997531826311698
2022-09-23,1.357,0.30527638085273207,0.021225894635000908
2022-09-30,1.3707,0.3153215582551985,0.01004517740246641
2022-10-07,1.3712,0.3156862688613783,0.0003647106061798189
2022-10-14,1.3856,0.3261332588260336,0.010446989964655318
2022-10-21,1.3713,0.3157591950236713,-0.010374063802362332
2022-10-28,1.3615,0.3085870331316772,-0.0071721618919941
2022-11-04,1.3517,0.3013630595076449,-0.007223973624032265
2022-11-11,1.3378,0.29102647370217066,-0.010336585805474252
2022-11-18,1.3385,0.2915495839782702,0.0005231102760995254
2022-11-25,1.3377,0.2909517213194035,-0.000597862658866688
2022-12-02,1.3468,0.29773140830478234,0.006779686985378841
2022-12-09,1.363,0.30968815271439554,0.011956744409613196
2022-12-16,1.3687,0.3138613842350836,0.004173231520688048
2022-12-23,1.3603,0.3077052636572473,-0.006156120577836266
2022-12-30,1.3544,0.30335855183678856,-0.00434671182045876
2023-01-06,1.3486,0.2990670173183445,-0.004291534518444051
2023-01-13,1.3406,0.2931172749417203,-0.005949742376624212
2023-01-20,1.3421,0.2942355514216232,0.0011182764799029243
2023-01-27,1.3314,0.2862310201844661,-0.008004531237157109
2023-02-03,1.3391,0.2919977465193834,0.005766726334917316
2023-02-10,1.3362,0.2898297645092399,-0.00216798201014351
2023-02-17,1.3487,0.2991411655406749,0.009311401031434963
2023-02-24,1.3622,0.30910103982508097,0.00995987428440609
2023-03-03,1.361,0.30821972366932904,-0.0008813161557519322
2023-03-10,1.3807,0.32259061693996965,0.014370893270640617
2023-03-17,1.3734,0.31728941720443893,-0.005301199735530726
2023-03-24,1.3763,0.31939873900334986,0.0021093217989109347
2023-03-31,1.3533,0.30254605410032287,-0.016852684903026993
2023-04-07,1.3478,0.29847363352997963,-0.004072420570343238
2023-04-14,1.3362,0.2898297645092399,-0.008643869020739714
2023-04-21,1.3539,0.30298931651892824,0.013159552009688325
2023-04-28,1.3578,0.3058657428854096,0.0028764263664813328
2023-05-05,1.3427,0.29468251209652535,-0.011183230788884224
2023-05-12,1.3534,0.30261994481598803,0.007937432719462678
2023-05-19,1.3503,0.3003267899848597,-0.0022931548311283523
2023-05-26,1.3623,0.3091744477898781,0.00884765780501845
2023-06-02,1.3435,0.2952781490734088,-0.013896298716469302
2023-06-09,1.3341,0.2882569072026234,-0.0070212418707854
2023-06-16,1.3198,0.27748020996718425,-0.01077669723543917
2023-06-23,1.3199,0.2775559761527719,7.576618558763348e-05
2023-06-30,1.324,0.2806574575148165,0.0031014813620446335
2023-07-07,1.3293,0.2846524878914164,0.003995030376599873
